"profile","region","currency","current_component","current_owner_repo","aws_service_candidate","required_for_pilot","quantity_name","monthly_quantity","unit","assumption_basis","pricing_status","notes"
"commercial_pilot_robust","ap-southeast-1","USD","AWS Support and consulting","platform/operator","AWS Enterprise Support","no","support_enterprise_minimum","5000","USD/month","Optional sensitivity if the deployment needs designated TAM coverage or business-critical escalation; official pricing is the greater of 5000 USD/month or tiered percentage of gross AWS charges.","quantity_with_price_source","Not included in default robust estimate because the minimum support charge exceeds the infrastructure baseline."
"commercial_pilot_robust","ap-southeast-1","USD","AWS Support and consulting","platform/operator","AWS Countdown Premium","no","countdown_premium_project_month","10000","USD/project-month","Optional launch migration or peak-event support subscription available for Business Support+ and Enterprise Support customers at 10000 USD per project per month.","quantity_with_price_source","Use only for planned launch or migration events; included with Unified Operations at no additional cost."
"commercial_pilot_robust","ap-southeast-1","USD","AWS Support and consulting","platform/operator","AWS Marketplace Professional Services private offer","no","marketplace_professional_services_quote","0","quote","Quote-required consulting support; Marketplace professional services use negotiated scope price and payment terms through private offers, not a public fixed unit price.","quote_required","Track separately from recurring AWS infrastructure and support-plan cost."
"commercial_pilot_robust","ap-southeast-1","USD","Admin dashboard","rtk_cloud_admin","Amazon ECS on Fargate","yes","admin_compute_vcpu_hours","730","vCPU-hours","2 tasks * 0.5 vCPU * 730 hours","quantity_only","Go BFF serving React SPA."
"commercial_pilot_robust","ap-southeast-1","USD","Admin dashboard","rtk_cloud_admin","Amazon ECS on Fargate","yes","admin_compute_memory_gb_hours","1460","GB-hours","2 tasks * 1 GB * 730 hours","quantity_only","Memory quantity for admin BFF tasks."
"commercial_pilot_robust","ap-southeast-1","USD","Admin dashboard","rtk_cloud_admin","Amazon RDS for PostgreSQL","yes","admin_local_state_storage","20","GB-month","Migrates console-local sessions settings audit and cache state from SQLite for shared pilot deployment.","quantity_only","Use EFS as a lower-change comparison if SQLite remains file-backed."
"commercial_pilot_robust","ap-southeast-1","USD","Account manager API","rtk_account_manager","Amazon ECS on Fargate","yes","account_api_compute_vcpu_hours","1460","vCPU-hours","2 tasks * 1 vCPU * 730 hours","quantity_only","Long-running Go API service."
"commercial_pilot_robust","ap-southeast-1","USD","Account manager API","rtk_account_manager","Amazon ECS on Fargate","yes","account_api_compute_memory_gb_hours","2920","GB-hours","2 tasks * 2 GB * 730 hours","quantity_only","Memory quantity for account manager API tasks."
"commercial_pilot_robust","ap-southeast-1","USD","PostgreSQL for account manager and video cloud","platform/operator with shared schemas for rtk_account_manager and rtk_video_cloud","Amazon RDS for PostgreSQL","yes","account_db_instance_hours","1460","DB instance-hours","Robust profile: Multi-AZ-style RDS estimate counted as writer plus standby DB instance-hours.","quantity_only","Approximation for redundant RDS; validate exact Multi-AZ SKU before budget approval."
"commercial_pilot_robust","ap-southeast-1","USD","PostgreSQL for account manager and video cloud","platform/operator with rtk_account_manager schema ownership","Amazon RDS for PostgreSQL","yes","account_db_storage","200","GB-month","Robust profile: duplicate 100 GB account storage allowance for Multi-AZ-style cost approximation.","quantity_only","Storage multiplied for conservative redundancy estimate."
"commercial_pilot_robust","ap-southeast-1","USD","Account manager workers","rtk_account_manager","Amazon ECS on Fargate","yes","account_worker_compute_vcpu_hours","730","vCPU-hours","2 workers * 0.5 vCPU * 730 hours","quantity_only","Outbox inbox lifecycle and cleanup workers."
"commercial_pilot_robust","ap-southeast-1","USD","Account manager workers","rtk_account_manager","Amazon ECS on Fargate","yes","account_worker_memory_gb_hours","1460","GB-hours","2 workers * 1 GB * 730 hours","quantity_only","Memory quantity for account workers."
"commercial_pilot_robust","ap-southeast-1","USD","Video cloud API","rtk_video_cloud","Amazon ECS on Fargate","yes","video_api_compute_vcpu_hours","2920","vCPU-hours","2 tasks * 2 vCPU * 730 hours","quantity_only","Device app HTTP API WebRTC signaling and MQTT-adjacent server process."
"commercial_pilot_robust","ap-southeast-1","USD","Video cloud API","rtk_video_cloud","Amazon ECS on Fargate","yes","video_api_compute_memory_gb_hours","5840","GB-hours","2 tasks * 4 GB * 730 hours","quantity_only","Memory quantity for Video Cloud API tasks."
"commercial_pilot_robust","ap-southeast-1","USD","PostgreSQL for account manager and video cloud","platform/operator with rtk_video_cloud schema ownership","Amazon RDS for PostgreSQL","no","video_db_instance_hours","0","DB instance-hours","Included in shared RDS PostgreSQL server counted by account_db_instance_hours.","quantity_only","Separate video DB instance removed from early-stage estimate."
"commercial_pilot_robust","ap-southeast-1","USD","PostgreSQL for account manager and video cloud","platform/operator with rtk_video_cloud schema ownership","Amazon RDS for PostgreSQL","yes","video_db_storage","300","GB-month","Robust profile: duplicate 150 GB video storage allowance for Multi-AZ-style cost approximation.","quantity_only","Storage multiplied for conservative redundancy estimate."
"commercial_pilot_robust","ap-southeast-1","USD","Video cloud workers","rtk_video_cloud","Amazon ECS on Fargate","yes","video_worker_compute_vcpu_hours","5110","vCPU-hours","Robust profile: 7 worker services * 2 tasks * 0.5 vCPU * 730 hours across AZs.","quantity_only","Doubles baseline single-instance video worker services for redundancy."
"commercial_pilot_robust","ap-southeast-1","USD","Video cloud workers","rtk_video_cloud","Amazon ECS on Fargate","yes","video_worker_memory_gb_hours","10220","GB-hours","Robust profile: 7 worker services * 2 tasks * 1 GB * 730 hours across AZs.","quantity_only","Doubles baseline single-instance video worker services for redundancy."
"commercial_pilot_robust","ap-southeast-1","USD","Optional Video Cloud log database","rtk_video_cloud","Amazon RDS for PostgreSQL","no","video_log_db_instance_hours","0","DB instance-hours","Logs go to CloudWatch in this estimate; no separate log database server.","quantity_only","Separate log DB instance removed from early-stage estimate."
"commercial_pilot_robust","ap-southeast-1","USD","Optional Video Cloud log database","rtk_video_cloud","Amazon RDS for PostgreSQL","no","video_log_db_storage","0","GB-month","Logs go to CloudWatch in this estimate; no log database storage.","quantity_only","Log retention is accounted through CloudWatch log ingestion/retention assumptions, not RDS."
"commercial_pilot_robust","ap-southeast-1","USD","Object/blob storage","platform/operator","Amazon S3","no","snapshot_storage","0","GB-month","No camera-capable devices in first estimate; snapshot storage excluded.","quantity_only","Camera/snapshot profile can be added later."
"commercial_pilot_robust","ap-southeast-1","USD","Object/blob storage","platform/operator","Amazon S3","no","snapshot_put_requests","0","PUT requests/month","No camera-capable devices in first estimate; snapshot writes excluded.","quantity_only","Camera/snapshot profile can be added later."
"commercial_pilot_robust","ap-southeast-1","USD","Object/blob storage","platform/operator","Amazon S3","yes","firmware_binary_storage","1","GB-month","1 firmware release/month * 50 MB binary with storage headroom.","quantity_only","Rounded up for worksheet simplicity."
"commercial_pilot_robust","ap-southeast-1","USD","Object/blob storage","platform/operator","Amazon S3","yes","firmware_delivery_egress","50","GB/month","50 MB firmware * 1000 target devices.","quantity_only","Does not include CDN cache effects."
"commercial_pilot_robust","ap-southeast-1","USD","EMQX MQTT broker","rtk_video_cloud packaging / AWS-managed alternative","AWS IoT Core","yes","iot_registered_devices","10000","things","10k registered devices.","quantity_only","Primary MQTT estimate uses AWS IoT Core."
"commercial_pilot_robust","ap-southeast-1","USD","EMQX MQTT broker","rtk_video_cloud packaging / AWS-managed alternative","AWS IoT Core","yes","iot_average_connected_devices","10000","connected devices","100 percent average online baseline for first estimate; devices are assumed mostly connected unless measured telemetry says otherwise.","quantity_only","Changed from 30 percent after review; use measured product data to adjust later."
"commercial_pilot_robust","ap-southeast-1","USD","EMQX MQTT broker","rtk_video_cloud packaging / AWS-managed alternative","AWS IoT Core","yes","iot_peak_connected_devices","10000","connected devices","Peak connected devices equal registered device count in first estimate.","quantity_only","No over-subscription above registered device count."
"commercial_pilot_robust","ap-southeast-1","USD","EMQX MQTT broker","rtk_video_cloud packaging / AWS-managed alternative","AWS IoT Core","yes","iot_mqtt_metering_increment","5","KB","AWS IoT Core MQTT and HTTP messages are metered in 5 KB increments up to 128 KB.","quantity_tracking_only","Billing units per publish or delivery should be ceil(payload_size_kb / 5)."
"commercial_pilot_robust","ap-southeast-1","USD","EMQX MQTT broker","rtk_video_cloud packaging / AWS-managed alternative","AWS IoT Core","yes","iot_telemetry_avg_payload_size","1","KB/message","First-pass telemetry/status payloads are assumed to fit within one 5 KB metered message unit.","quantity_tracking_only","If measured payloads exceed 5 KB, multiply raw message count by ceil(payload_size_kb / 5)."
"commercial_pilot_robust","ap-southeast-1","USD","EMQX MQTT broker","rtk_video_cloud packaging / AWS-managed alternative","AWS IoT Core","yes","iot_telemetry_metered_messages","86400000","5 KB-metered messages/month","10000 connected devices * 12 telemetry/status messages/hour * 24 * 30 * ceil(1 KB / 5 KB).","quantity_only","1 raw telemetry message every 5 minutes per connected device; counted as one billing unit while payload <= 5 KB."
"commercial_pilot_robust","ap-southeast-1","USD","EMQX MQTT broker","rtk_video_cloud packaging / AWS-managed alternative","AWS IoT Core","yes","iot_command_metered_messages","300000","5 KB-metered messages/month","10000 devices * 1 downlink command/day * 30 days * ceil(1 KB / 5 KB).","quantity_only","Command traffic assumption; counted as one billing unit while payload <= 5 KB."
"commercial_pilot_robust","ap-southeast-1","USD","EMQX MQTT broker","rtk_video_cloud packaging / AWS-managed alternative","AWS IoT Core","yes","iot_shadow_update_metered_messages","7200000","5 KB-metered messages/month","10000 active devices * 1 reported-state update/hour * 24 * 30 * ceil(1 KB / 5 KB).","quantity_only","Shadow update traffic with usually-online device baseline; message billing count is separate from Device Shadow operation billing."
"commercial_pilot_robust","ap-southeast-1","USD","Device shadow hot-state cache","rtk_video_cloud","Amazon ElastiCache for Valkey","yes","shadow_cache_node_hours","1460","node-hours","Robust profile: 2 cache.t4g.small Valkey nodes * 730 hours for replicated cache.","quantity_with_price_source","Adds one replica node; no cross-region cache replication."
"commercial_pilot_robust","ap-southeast-1","USD","Device shadow hot-state cache","rtk_video_cloud","Amazon ElastiCache for Valkey","yes","shadow_cache_memory","2.74","GB","Robust profile: 2 cache.t4g.small nodes * 1.37 GiB.","quantity_with_price_source","Replicated cache capacity accounting."
"commercial_pilot_robust","ap-southeast-1","USD","Cross-service broker","platform/operator","Amazon SQS with DLQ","deployment-dependent","cross_service_messages","110000","messages/month","Initial provisioning plus moderate online metadata lifecycle events.","quantity_only","Semantic-review required; current default is NATS JetStream."
"commercial_pilot_robust","ap-southeast-1","USD","Cross-service broker","platform/operator","Amazon SQS with DLQ","deployment-dependent","cross_service_dead_letter_messages","1000","messages/month","Planning allowance for retry and dead-letter review.","quantity_only","Not a failure budget; just cost quantity."
"commercial_pilot_robust","ap-southeast-1","USD","Reverse proxy / TLS / routing","platform/operator","Application Load Balancer","yes","alb_hours","730","load-balancer-hours","1 public ALB for frontend admin account and video HTTP paths.","quantity_only","Can split public/internal ALBs in later HA profile."
"commercial_pilot_robust","ap-southeast-1","USD","Reverse proxy / TLS / routing","platform/operator","Application Load Balancer","yes","alb_lcu_hours","730","LCU-hours","1 average LCU across 730 hours for first estimate.","quantity_only","Replace with measured request bandwidth rule counts later."
"commercial_pilot_robust","ap-southeast-1","USD","Reverse proxy / TLS / routing","platform/operator","Route 53","yes","dns_queries","1000000","queries/month","Planning quantity for public service domains.","quantity_only","Hosted zone counted separately."
"commercial_pilot_robust","ap-southeast-1","USD","Reverse proxy / TLS / routing","platform/operator","Route 53","yes","hosted_zones","1","hosted zone-month","One hosted zone for pilot domain.","quantity_only","May be customer-owned DNS instead."
"commercial_pilot_robust","ap-southeast-1","USD","Reverse proxy / TLS / routing","platform/operator","NAT Gateway","yes","nat_gateway_hours","1460","gateway-hours","Robust profile: 2 NAT gateways * 730 hours for two-AZ private subnet model.","quantity_only","Data processing quantity remains 200 GB/month in pricing summary; add AZ-specific routing detail later."
"commercial_pilot_robust","ap-southeast-1","USD","WebRTC TURN data plane","rtk_video_cloud / platform","Amazon EC2","no","turn_instance_hours","0","instance-hours","No camera-capable devices in first estimate; WebRTC/TURN data plane excluded.","quantity_only","Add TURN host cost only when camera/WebRTC profile is enabled."
"commercial_pilot_robust","ap-southeast-1","USD","WebRTC TURN data plane","rtk_video_cloud / platform","AWS data transfer","no","turn_relay_minutes","0","relay minutes/month","No camera-capable devices in first estimate; relay minutes excluded.","quantity_only","Add relay traffic only when camera/WebRTC profile is enabled."
"commercial_pilot_robust","ap-southeast-1","USD","WebRTC TURN data plane","rtk_video_cloud / platform","AWS data transfer","no","turn_relay_egress","0","GB/month","No camera-capable devices in first estimate; TURN egress excluded.","quantity_only","Add relay egress only when camera/WebRTC profile is enabled."
"commercial_pilot_robust","ap-southeast-1","USD","Metrics and alerting","platform/operator","Amazon Managed Service for Prometheus","yes","prometheus_samples_ingested","432000000","samples/month","10 scrape targets * 500 samples * 120 scrapes/hour * 24 * 30.","quantity_only","Can be reduced if using CloudWatch-only metrics."
"commercial_pilot_robust","ap-southeast-1","USD","Metrics and alerting","platform/operator","Amazon Managed Grafana","deployment-dependent","grafana_users","5","users/month","Pilot operator dashboard users.","quantity_only","Optional if using CloudWatch dashboards only."
"commercial_pilot_robust","ap-southeast-1","USD","Metrics and alerting","platform/operator","Amazon CloudWatch","yes","cloudwatch_alarms","30","alarms/month","Health metrics alerts broker alerts and database alerts.","quantity_only","First-pass alarm count."
"commercial_pilot_robust","ap-southeast-1","USD","Central service logger","rtk_cloud_logger / platform","Amazon CloudWatch Logs","yes","service_log_ingestion","30","GB/month","Application and worker service logs for commercial pilot.","quantity_only","Excludes device runtime logs unless routed to CloudWatch."
"commercial_pilot_robust","ap-southeast-1","USD","Central service logger","rtk_cloud_logger / platform","Amazon CloudWatch Logs","yes","runtime_debug_log_ingestion","3.6","GB/month","10000 active devices * 0.5 KB/hour * 24 * 30.","quantity_only","Device runtime/debug log traffic now assumes all registered devices are usually online."
"commercial_pilot_robust","ap-southeast-1","USD","Central service logger","rtk_cloud_logger / platform","Amazon CloudWatch Logs","yes","log_retention","33.6","GB-month","33.6 GB/month log ingestion retained for 30 days in CloudWatch Logs.","quantity_with_price_source","Priced as CloudWatch log storage at 0.03 USD/GB-month in ap-southeast-1."
"commercial_pilot_robust","ap-southeast-1","USD","Secrets","platform/operator","AWS Secrets Manager","yes","stored_secrets","50","secrets/month","DSNs auth secrets MQTT credentials webhook secrets HMAC keys and key references.","quantity_only","Private keys should use CloudHSM or KMS where applicable; ACM Private CA is not part of the default estimate."
"commercial_pilot_robust","ap-southeast-1","USD","Secrets","platform/operator","AWS Secrets Manager","yes","secret_api_calls","10000","API calls/month","Service startup rotation and operational reads.","quantity_only","First-pass Secrets Manager request quantity."
"commercial_pilot_robust","ap-southeast-1","USD","Key and certificate management","rtk_video_cloud / platform","AWS CloudHSM","yes","cloudhsm_hsm_hours","1460","HSM-hours","Robust profile: 2 HSMs * 730 hours for HSM-backed signing and CA key protection redundancy.","quantity_only","Adds HSM redundancy; main robust-profile cost increase."
"commercial_pilot_robust","ap-southeast-1","USD","Key and certificate management","rtk_video_cloud / platform","AWS KMS","yes","kms_customer_managed_keys","5","keys/month","Token signing envelope key backups logs secrets and object storage encryption contexts.","quantity_only","If CloudHSM owns signing keys KMS still protects data-at-rest keys."
"commercial_pilot_robust","ap-southeast-1","USD","Key and certificate management","rtk_video_cloud / platform","AWS KMS","yes","kms_requests","100000","requests/month","Envelope encryption decrypt and signing-adjacent key operations estimate.","quantity_only","Refine after runtime key access patterns are measured."
"commercial_pilot_robust","ap-southeast-1","USD","Device CA / app CA","rtk_video_cloud","Excluded from default estimate; use CloudHSM-backed certissuer instead of AWS Private CA","no","private_ca_authorities","0","CA-months","ACM Private CA remains excluded; robust profile still uses CloudHSM-backed certissuer.","quantity_only","Add AWS Private CA only as a separate managed-CA profile."
"commercial_pilot_robust","ap-southeast-1","USD","Device CA / app CA","rtk_video_cloud","CloudHSM-backed certissuer volume tracking","yes","initial_certificates_issued","11000","certificates","10000 initial device certs + 1000 app/user certs in pilot bootstrap.","quantity_tracking_only","Tracked as certissuer workload; no ACM Private CA per-certificate fee in default estimate."
"commercial_pilot_robust","ap-southeast-1","USD","Device CA / app CA","rtk_video_cloud","CloudHSM-backed certissuer volume tracking","yes","steady_state_certificate_rotation","110","certificates/month","1 percent monthly rotation across 11000 app/device certs.","quantity_tracking_only","Tracked as certissuer/HSM workload; no ACM Private CA per-certificate fee in default estimate."
"commercial_pilot_robust","ap-southeast-1","USD","Factory enrollment and certissuer","rtk_video_cloud","Amazon ECS on Fargate","yes","certissuer_compute_vcpu_hours","730","vCPU-hours","Robust profile: 2 certissuer/factory enrollment tasks * 0.5 vCPU * 730 hours across AZs.","quantity_only","Keeps certificate issuance available during one task/AZ failure."
"commercial_pilot_robust","ap-southeast-1","USD","Factory enrollment and certissuer","rtk_video_cloud","Amazon ECS on Fargate","yes","certissuer_memory_gb_hours","1460","GB-hours","Robust profile: 2 certissuer/factory enrollment tasks * 1 GB * 730 hours across AZs.","quantity_only","Keeps certificate issuance available during one task/AZ failure."
"commercial_pilot_robust","ap-southeast-1","USD","mTLS service certificates","rtk_video_cloud / platform","CloudHSM-backed certissuer volume tracking","yes","internal_mtls_service_certificates","12","certificates","Service-to-service mTLS certs for certissuer factoryenroll account video admin MQTT clients and operators.","quantity_tracking_only","Tracked as certissuer/HSM workload; no ACM Private CA service fee in default estimate."
"commercial_pilot_robust","ap-southeast-1","USD","Public TLS certificates","platform/operator","AWS Certificate Manager","yes","public_tls_certificates","4","certificates","Frontend admin account manager and video cloud public TLS certificates.","quantity_only","ACM public certs may not have direct certificate charges but count for inventory."
"commercial_pilot_robust","ap-southeast-1","USD","Certificate revocation","rtk_video_cloud / platform","Amazon S3","yes","revocation_artifact_storage","1","GB-month","CRL OCSP and revocation evidence artifact storage with 30 day retention.","quantity_only","Maps device CA CRL OCSP and local revocation evidence."
"commercial_pilot_robust","ap-southeast-1","USD","Certificate revocation","rtk_video_cloud / platform","Amazon S3","yes","revocation_artifact_requests","10000","GET requests/month","Pilot allowance for CRL OCSP or revocation artifact fetches.","quantity_only","If managed OCSP is used replace with service-specific pricing rows."
"commercial_pilot_robust","ap-southeast-1","USD","Backups","platform/operator","Amazon RDS snapshots","yes","rds_backup_storage","250","GB-month","Account and video database backup storage allowance for the shared RDS server.","quantity_only","30 day backup retention; log data is estimated under CloudWatch Logs, not RDS backups."
"commercial_pilot_robust","ap-southeast-1","USD","Backups","platform/operator","Amazon S3","yes","s3_backup_storage","250","GB-month","Object backup release artifact and escrow metadata storage allowance.","quantity_only","30 day backup and artifact retention."
"commercial_pilot_robust","ap-southeast-1","USD","Backups","platform/operator","AWS Backup","deployment-dependent","protected_resources","3","protected resources/month","RDS databases and backup vault plan resources.","quantity_only","Optional centralized backup accounting row."
"commercial_pilot_robust","ap-southeast-1","USD","CI/CD runners and artifacts","platform/operator","GitHub Actions plus Amazon S3","deployment-dependent","ci_build_minutes","2000","build minutes/month","Pilot release validation and deployment workflow allowance.","quantity_only","Use CodeBuild rows if moving CI/CD into AWS."
"commercial_pilot_robust","ap-southeast-1","USD","CI/CD runners and artifacts","platform/operator","Amazon S3","deployment-dependent","ci_artifact_storage","20","GB-month","Release packages reports and temporary artifacts.","quantity_only","Does not include GitHub-hosted artifact storage."
